Garden,Southern,SO.01.02,DARKHANA,A.01.01,DARKHANA
Garden,Southern,SO.01.06,PLATINUM,A.01.02,PLATINUM
Garden,Southern,SO.01.07,Prince Aly S. Khan Colony,A.01.03,Prince Aly S. Khan Colony
Garden,Southern,SO.01.09,SULTANABAD,A.01.04,SULTANABAD
Garden,Southern,SO.01.08,REHMANI GARDEN,A.01.05,REHMANI GARDEN
Garden,Southern,SO.01.01,"AMYNABAD, Karachi",A.01.06,"AMYNABAD, Karachi"
Gulshan,Southern,SO.02.06,"NOORABAD, Karachi",A.01.07,"NOORABAD, Karachi"
Gulshan,Southern,SO.02.03,EVERSHINE,A.01.08,EVERSHINE
Karimabad,Southern,SO.04.04,NAZIMABAD,A.01.09,NAZIMABAD
Garden,Southern,SO.01.03,GULZAR-E-RAHIM,A.01.10,GULZAR-E-RAHIM
Garden,Southern,SO.01.04,KARIM NAGAR,A.01.11,KARIM NAGAR
Gulshan,Southern,SO.02.07,MALIR,A.01.12,MALIR
Karimabad,Southern,SO.04.03,"KARIMABAD, Karachi",A.02.01,"KARIMABAD, Karachi"
Karimabad,Southern,SO.04.02,ALYABAD,A.02.02,ALYABAD
Karimabad,Southern,SO.04.06,RAHIMABAD,A.02.03,RAHIMABAD
Karimabad,Southern,SO.04.07,SALIMAHABAD,A.02.04,SALIMAHABAD
Karimabad,Southern,SO.04.05,NIZARI,A.02.05,NIZARI
Karimabad,Southern,SO.04.01,AL NOOR,A.02.06,AL NOOR
Gulshan,Southern,SO.02.04,GULSHAN-E-NOOR,A.02.07,GULSHAN-E-NOOR
Gulshan,Southern,SO.02.01,AL AZHAR GARDEN,A.02.08,AL AZHAR GARDEN
Gulshan,Southern,SO.02.02,ALI JIWANI,A.02.09,ALI JIWANI
Gulshan,Southern,SO.02.05,INARA GARDEN,A.02.10,INARA GARDEN
Kharadhar,Southern,SO.05.06,KHARADAR,A.03.01,KHARADAR
Kharadhar,Southern,SO.05.08,LAASI,A.03.02,LAASI
Kharadhar,Southern,SO.05.02,CLIFTON,A.03.03,CLIFTON
Kharadhar,Southern,SO.05.07,KORANGI,A.03.04,KORANGI
Kharadhar,Southern,SO.05.12,RANCHORELINE,A.03.05,RANCHORELINE
Kharadhar,Southern,SO.05.03,EBRAHIM HAIDERY No. 1,A.03.06,EBRAHIM HAIDERY No. 1
Kharadhar,Southern,SO.05.01,CHASHMA GOTH,A.03.09,CHASHMA GOTH
Kharadhar,Southern,SO.05.05,KHADIJAHABAD,A.03.10,KHADIJAHABAD
Kharadhar,Southern,SO.05.04,GWADUR,A.04.01,GWADUR
Kharadhar,Southern,SO.05.10,PASNI,A.04.02,PASNI
Kharadhar,Southern,SO.05.09,ORMARA,A.04.03,ORMARA
Kharadhar,Southern,SO.05.11,QUETTA,A.04.04,QUETTA
Kharadhar,Southern,SO.05.99,Winder,A.04.05,Winder
Hyderabad,Southern,SO.03.05,MUBARAK COLONY,B.01.01,MUBARAK COLONY
Hyderabad,Southern,SO.03.02,"AMYNABAD, Hyderabad",B.01.02,"AMYNABAD, Hyderabad"
Hyderabad,Southern,SO.03.06,PRINCE ALY ROAD,B.01.03,PRINCE ALY ROAD
Hyderabad,Southern,SO.03.04,KHYBER,B.01.04,KHYBER
Hyderabad,Southern,SO.03.01,ALYABAD,B.01.05,ALYABAD
Hyderabad,Southern,SO.03.07,"RAHIMABAD, Tando Allahyar",B.01.06,"RAHIMABAD, Tando Allahyar"
Hyderabad,Southern,SO.03.13,TANDO ALLAHYAR,B.01.07,TANDO ALLAHYAR
Hyderabad,Southern,SO.03.08,SHAH ALY,B.01.08,SHAH ALY
Hyderabad,Southern,SO.03.12,SULTANABAD NO.3,B.01.09,SULTANABAD NO.3
Hyderabad,Southern,SO.03.11,SULTANABAD NO.2,B.01.10,SULTANABAD NO.2
Hyderabad,Southern,SO.03.10,SULTANABAD NO.1,B.01.11,SULTANABAD NO.1
Hyderabad,Southern,SO.03.03,JHUDO,B.01.13,JHUDO
Thatta & Shah Bunder,Southern,SO.07.10,MIRPUR SAKRO,B.02.01,MIRPUR SAKRO
Thatta & Shah Bunder,Southern,SO.07.03,BOHARA,B.02.02,BOHARA
Thatta & Shah Bunder,Southern,SO.07.12,NAU GOTH,B.02.03,NAU GOTH
Thatta & Shah Bunder,Southern,SO.07.17,VUR,B.03.01,VUR
Thatta & Shah Bunder,Southern,SO.07.11,MUHAMMADABAD,B.03.02,MUHAMMADABAD
Thatta & Shah Bunder,Southern,SO.07.18,WALI GOTH,B.03.03,WALI GOTH
Thatta & Shah Bunder,Southern,SO.07.14,RAJABALI GOTH,B.03.04,RAJABALI GOTH
Thatta & Shah Bunder,Southern,SO.07.09,KARIMABAD,B.03.05,KARIMABAD
Thatta & Shah Bunder,Southern,SO.07.02,BACHAL GOTH,B.03.06,BACHAL GOTH
Thatta & Shah Bunder,Southern,SO.07.06,GHULAMULLAH,B.04.01,GHULAMULLAH
Thatta & Shah Bunder,Southern,SO.07.13,RAHIMABAD,B.04.04,RAHIMABAD
Thatta & Shah Bunder,Southern,SO.07.01,ALYABAD,B.04.05,ALYABAD
